"Name","Location","Function Signature","Function Size"
"FUN_00485870","00485870","undefined4 FUN_00485870(void * param_1)","245"
"FUN_00485970","00485970","undefined FUN_00485970(char param_1\, byte * param_2)","314"
"FUN_00485ab0","00485ab0","undefined FUN_00485ab0(void * this\, uint param_1)","73"
"FUN_00485b00","00485b00","undefined FUN_00485b00(void * this\, uint param_1)","73"
"FUN_00485b50","00485b50","int FUN_00485b50(uint * param_1)","73"
"FUN_00485ba0","00485ba0","undefined FUN_00485ba0(int param_1\, int param_2)","86"
"FUN_00485c00","00485c00","undefined FUN_00485c00(void)","412"
"FUN_00485da0","00485da0","undefined4 FUN_00485da0(int param_1)","260"
"FUN_00485eb0","00485eb0","undefined4 FUN_00485eb0(int param_1)","149"
"FUN_00485f50","00485f50","undefined4 FUN_00485f50(int param_1)","260"
"FUN_00486060","00486060","undefined4 FUN_00486060(int param_1)","149"
"FUN_00486100","00486100","undefined FUN_00486100(void * this\, uint param_1)","340"
"FUN_00486260","00486260","undefined FUN_00486260(void * this\, undefined4 * param_1)","168"
"FUN_00486310","00486310","undefined FUN_00486310(int * param_1)","94"
"FUN_00486370","00486370","undefined FUN_00486370(int * param_1)","108"
"FUN_004863e0","004863e0","undefined FUN_004863e0(int * param_1)","83"
"FUN_00486440","00486440","undefined FUN_00486440(undefined1 * param_1)","403"
"FUN_004865e0","004865e0","undefined FUN_004865e0(int param_1)","158"
"FUN_00486680","00486680","undefined FUN_00486680(void * this\, char * param_1\, undefined4 param_2)","510"
"FUN_00486880","00486880","undefined FUN_00486880(void)","352"
"FUN_004869e0","004869e0","undefined4 FUN_004869e0(void * param_1)","331"
"FUN_00486b30","00486b30","undefined4 FUN_00486b30(void)","806"
"FUN_00486e60","00486e60","undefined FUN_00486e60(int param_1)","98"
"FUN_00486ed0","00486ed0","uint FUN_00486ed0(void * this\, int * param_1)","113"
"FUN_00486f50","00486f50","undefined FUN_00486f50(int param_1)","127"
"FUN_00486fd0","00486fd0","undefined FUN_00486fd0(void * this\, uint param_1)","343"
"FUN_00487130","00487130","undefined FUN_00487130(void * this\, uint param_1)","343"
"FUN_00487290","00487290","undefined FUN_00487290(void * this\, uint param_1)","343"
"FUN_004873f0","004873f0","undefined FUN_004873f0(void * this\, uint param_1)","343"
"FUN_00487550","00487550","undefined FUN_00487550(void * this\, uint param_1)","343"
"FUN_004876b0","004876b0","undefined4 * FUN_004876b0(undefined4 * param_1)","93"
"FUN_00487710","00487710","undefined FUN_00487710(int param_1)","879"
"FUN_00487a80","00487a80","undefined FUN_00487a80(char * param_1\, undefined * param_2\, char * param_3\, char * param_4\, undefined * param_5\, char * param_6\, char * param_7\, undefined * param_8\, undefined * param_9\, undefined * param_10\, undefined * param_11\, undefined * param_12\, undefined * param_13\, undefined * param_14)","326"
"FUN_00487bd0","00487bd0","undefined FUN_00487bd0(uint * param_1\, undefined * param_2\, char * param_3\, undefined * param_4\, undefined * param_5)","189"
"FUN_00487c90","00487c90","undefined4 FUN_00487c90(char * param_1\, int param_2)","56"
"FUN_00487cd0","00487cd0","undefined FUN_00487cd0(undefined * param_1\, undefined * param_2\, char * param_3\, char * param_4)","184"
"FUN_00487d90","00487d90","undefined FUN_00487d90(int param_1)","135"
"FUN_00487e20","00487e20","undefined FUN_00487e20(int param_1)","156"
"FUN_00487ec0","00487ec0","uint FUN_00487ec0(void * this\, int * param_1)","64"
"FUN_00487f00","00487f00","uint * FUN_00487f00(void * this\, char * param_1)","140"
"FUN_00487f90","00487f90","undefined4 * FUN_00487f90(void * this\, int param_1)","126"
"FUN_00488010","00488010","undefined FUN_00488010(void * this\, uint param_1)","235"
"FUN_00488100","00488100","uint * FUN_00488100(void * this\, char * param_1)","140"
"FUN_00488190","00488190","undefined FUN_00488190(int param_1)","133"
"FUN_00488220","00488220","undefined FUN_00488220(int param_1)","133"
"FUN_004882b0","004882b0","undefined FUN_004882b0(int param_1)","133"
"FUN_00488340","00488340","undefined FUN_00488340(int param_1)","133"
"FUN_004883d0","004883d0","undefined FUN_004883d0(int param_1)","133"
"FUN_00488460","00488460","undefined FUN_00488460(void * this\, uint param_1)","370"
"FUN_004885e0","004885e0","undefined FUN_004885e0(uint * param_1\, undefined * param_2\, char * param_3\, undefined * param_4)","768"
"FUN_004888e0","004888e0","undefined FUN_004888e0(void * param_1)","727"
"FUN_00488bc0","00488bc0","undefined FUN_00488bc0(undefined4 param_1\, uint * param_2\, undefined4 param_3\, char param_4)","659"
"FUN_00488e60","00488e60","undefined FUN_00488e60(undefined4 param_1\, uint * param_2)","187"
"FUN_00488f20","00488f20","undefined4 FUN_00488f20(void)","188"
"FUN_00488fe0","00488fe0","undefined FUN_00488fe0(void)","530"
"FUN_00489200","00489200","undefined FUN_00489200(void)","461"
"FUN_004893e0","004893e0","undefined FUN_004893e0(char * param_1)","283"
"FUN_00489500","00489500","size_t FUN_00489500(void)","344"
"FUN_00489660","00489660","uint FUN_00489660(void)","279"
"FUN_00489780","00489780","undefined4 FUN_00489780(void * param_1)","211"
"FUN_00489860","00489860","undefined4 FUN_00489860(void * param_1)","604"
"FUN_00489ac0","00489ac0","undefined4 FUN_00489ac0(void * param_1)","323"
"FUN_00489c10","00489c10","undefined FUN_00489c10(int param_1)","149"
"FUN_00489cb0","00489cb0","uint * FUN_00489cb0(void * this\, uint param_1\, uint * param_2)","110"
"FUN_00489d20","00489d20","undefined FUN_00489d20(void * this\, uint param_1)","260"
"FUN_00489e30","00489e30","undefined FUN_00489e30(void * this\, uint param_1)","260"
"FUN_00489f40","00489f40","undefined FUN_00489f40(void * this\, uint param_1)","260"
"FUN_0048a050","0048a050","undefined FUN_0048a050(void * this\, uint param_1)","260"
"FUN_0048a160","0048a160","undefined FUN_0048a160(void * this\, uint param_1)","260"
"FUN_0048a270","0048a270","undefined FUN_0048a270(uint param_1\, uint param_2\, byte * param_3\, char * param_4\, int param_5\, int param_6\, int param_7)","1057"
"FUN_0048a6a0","0048a6a0","undefined FUN_0048a6a0(void)","467"
"FUN_0048a880","0048a880","undefined4 * FUN_0048a880(undefined4 * param_1)","91"
"FUN_0048a8e0","0048a8e0","undefined FUN_0048a8e0(int param_1)","34"
"FUN_0048a910","0048a910","uint * FUN_0048a910(void * param_1\, int param_2\, byte param_3)","126"
"FUN_0048a990","0048a990","undefined FUN_0048a990(undefined4 * param_1)","145"
"FUN_0048aa30","0048aa30","undefined FUN_0048aa30(int param_1)","84"
"FUN_0048aa90","0048aa90","undefined FUN_0048aa90(void * this\, uint param_1)","263"
"FUN_0048aba0","0048aba0","undefined4 * FUN_0048aba0(undefined4 * param_1)","91"
"FUN_0048ac00","0048ac00","uint * FUN_0048ac00(void * param_1\, int param_2\, byte param_3)","108"
"FUN_0048ac70","0048ac70","undefined FUN_0048ac70(int param_1)","56"
"FUN_0048acb0","0048acb0","undefined FUN_0048acb0(undefined4 * param_1)","145"
"FUN_0048ad50","0048ad50","undefined FUN_0048ad50(int param_1)","84"
"FUN_0048adb0","0048adb0","undefined4 * FUN_0048adb0(undefined4 * param_1)","91"
"FUN_0048ae10","0048ae10","undefined FUN_0048ae10(int param_1)","59"
"FUN_0048ae50","0048ae50","uint * FUN_0048ae50(void * param_1\, int param_2\, byte param_3)","96"
"FUN_0048aeb0","0048aeb0","undefined FUN_0048aeb0(undefined4 * param_1)","145"
"FUN_0048af50","0048af50","undefined FUN_0048af50(int param_1)","84"
"FUN_0048afb0","0048afb0","undefined4 * FUN_0048afb0(undefined4 * param_1)","91"
"FUN_0048b010","0048b010","undefined FUN_0048b010(int param_1)","59"
"FUN_0048b050","0048b050","uint * FUN_0048b050(void * param_1\, int param_2\, byte param_3)","96"
"FUN_0048b0b0","0048b0b0","undefined FUN_0048b0b0(undefined4 * param_1)","145"
"FUN_0048b150","0048b150","undefined FUN_0048b150(int param_1)","84"
"FUN_0048b1b0","0048b1b0","undefined4 * FUN_0048b1b0(undefined4 * param_1)","91"
"FUN_0048b210","0048b210","undefined FUN_0048b210(int param_1)","34"
"FUN_0048b240","0048b240","uint * FUN_0048b240(void * param_1\, int param_2\, byte param_3)","99"
"FUN_0048b2b0","0048b2b0","undefined FUN_0048b2b0(undefined4 * param_1)","145"
"FUN_0048b350","0048b350","undefined FUN_0048b350(int param_1)","84"
"FUN_0048b3b0","0048b3b0","undefined4 * FUN_0048b3b0(void * this\, byte param_1)","43"
"FUN_0048b3e0","0048b3e0","undefined4 * FUN_0048b3e0(void * this\, byte param_1)","43"
"FUN_0048b410","0048b410","undefined4 * FUN_0048b410(void * this\, byte param_1)","43"
"FUN_0048b440","0048b440","undefined4 * FUN_0048b440(void * this\, byte param_1)","43"
"FUN_0048b470","0048b470","undefined4 * FUN_0048b470(void * this\, byte param_1)","43"
"FUN_0048b4a0","0048b4a0","undefined FUN_0048b4a0(int param_1)","90"
"FUN_0048b500","0048b500","undefined FUN_0048b500(int param_1)","90"
"FUN_0048b560","0048b560","undefined FUN_0048b560(void * this\, uint param_1)","459"
"FUN_0048b730","0048b730","undefined FUN_0048b730(int param_1)","90"
"FUN_0048b790","0048b790","undefined FUN_0048b790(int param_1)","90"
"FUN_0048b7f0","0048b7f0","undefined FUN_0048b7f0(int param_1)","90"
"FUN_0048b850","0048b850","undefined FUN_0048b850(void * this\, uint param_1)","459"
"FUN_0048ba20","0048ba20","undefined FUN_0048ba20(void * this\, uint param_1)","459"
"FUN_0048bbf0","0048bbf0","undefined FUN_0048bbf0(void * this\, uint param_1)","459"
"FUN_0048bdc0","0048bdc0","undefined FUN_0048bdc0(void * this\, uint param_1)","459"
"FUN_0048bf90","0048bf90","undefined FUN_0048bf90(void)","1059"
"FUN_0048c3c0","0048c3c0","undefined4 FUN_0048c3c0(char * param_1\, int param_2\, char param_3\, undefined1 param_4\, undefined1 param_5\, uint param_6)","452"
"FUN_0048c590","0048c590","undefined FUN_0048c590(void * this\, char * param_1\, uint param_2\, char param_3\, int * param_4\, char param_5\, int param_6\, int param_7\, uint param_8)","781"
"FUN_0048c8b0","0048c8b0","undefined4 FUN_0048c8b0(void * this\, int param_1)","150"
"FUN_0048c950","0048c950","undefined4 FUN_0048c950(void * this\, int param_1)","150"
"FUN_0048c9f0","0048c9f0","undefined4 FUN_0048c9f0(void * this\, int param_1)","150"
"FUN_0048ca90","0048ca90","undefined4 FUN_0048ca90(void * this\, int param_1)","150"
"FUN_0048cb30","0048cb30","undefined4 FUN_0048cb30(void * this\, int param_1)","150"
"FUN_0048cbd0","0048cbd0","int FUN_0048cbd0(void * this\, uint param_1\, undefined4 param_2\, undefined4 param_3)","91"
"FUN_0048cc30","0048cc30","uint * FUN_0048cc30(void * this\, uint param_1\, char * param_2\, undefined4 param_3\, undefined4 param_4)","85"
"FUN_0048cc90","0048cc90","undefined FUN_0048cc90(void * this\, char * param_1\, undefined4 param_2\, undefined4 param_3)","39"
"FUN_0048ccc0","0048ccc0","uint FUN_0048ccc0(char * param_1\, uint param_2)","219"
"FUN_0048cda0","0048cda0","undefined FUN_0048cda0(void)","347"
"FUN_0048cf00","0048cf00","char FUN_0048cf00(byte * param_1\, char param_2\, char param_3)","362"
"FUN_0048d080","0048d080","char FUN_0048d080(byte * param_1\, char param_2)","501"
"FUN_0048d280","0048d280","undefined FUN_0048d280(uint param_1)","200"
"FUN_0048d350","0048d350","uint FUN_0048d350(void)","329"
"FUN_0048d4a0","0048d4a0","undefined FUN_0048d4a0(byte * param_1\, undefined * param_2\, char * param_3\, undefined * param_4\, char * param_5\, uint * param_6\, char * param_7\, undefined * param_8\, uint * param_9\, undefined * param_10\, undefined * param_11\, uint * param_12)","3121"
"FUN_0048e150","0048e150","undefined FUN_0048e150(void)","233"
"FUN_0048e240","0048e240","undefined FUN_0048e240(void)","317"
"FUN_0048e390","0048e390","undefined FUN_0048e390(void * param_1\, undefined4 param_2\, int param_3)","314"
"FUN_0048e4d0","0048e4d0","undefined FUN_0048e4d0(void * param_1\, int param_2\, int param_3\, int param_4\, undefined4 param_5\, char param_6)","825"
"FUN_0048e810","0048e810","undefined FUN_0048e810(void)","111"
"FUN_0048e880","0048e880","undefined FUN_0048e880(void * param_1\, uint * param_2\, undefined4 param_3\, int param_4)","464"
"FUN_0048ea50","0048ea50","undefined FUN_0048ea50(int param_1\, int param_2\, int param_3\, float param_4)","340"
"FUN_0048ebb0","0048ebb0","undefined FUN_0048ebb0(int param_1)","230"
"FUN_0048eca0","0048eca0","undefined FUN_0048eca0(char param_1)","66"
"FUN_0048ecf0","0048ecf0","undefined FUN_0048ecf0(uint * param_1\, uint param_2)","271"
"FUN_0048ee00","0048ee00","undefined FUN_0048ee00(uint * param_1\, uint * param_2)","214"
"FUN_0048eee0","0048eee0","undefined FUN_0048eee0(uint * param_1\, uint * param_2)","206"
"FUN_0048efb0","0048efb0","undefined FUN_0048efb0(uint * param_1\, uint param_2)","231"
"FUN_0048f0a0","0048f0a0","undefined FUN_0048f0a0(int * param_1\, char param_2)","1472"
"FUN_0048f660","0048f660","undefined FUN_0048f660(void)","406"
"FUN_0048f800","0048f800","undefined FUN_0048f800(void)","551"
"FUN_0048fa30","0048fa30","undefined4 FUN_0048fa30(void)","227"
"FUN_0048fb60","0048fb60","undefined4 FUN_0048fb60(void)","288"
"FUN_0048fc80","0048fc80","undefined FUN_0048fc80(void)","276"
"FUN_0048fda0","0048fda0","undefined FUN_0048fda0(void)","527"
"FUN_0048ffc0","0048ffc0","undefined FUN_0048ffc0(void)","231"
"FUN_004900b0","004900b0","undefined FUN_004900b0(void)","341"
"FUN_00490250","00490250","undefined FUN_00490250(int param_1)","161"
"FUN_00490300","00490300","undefined FUN_00490300(undefined4 param_1\, undefined4 param_2\, char * param_3\, byte param_4\, byte param_5\, char * param_6\, byte param_7\, byte * param_8\, byte * param_9)","73"
"FUN_00490350","00490350","undefined FUN_00490350(uint param_1\, uint * param_2\, undefined4 param_3\, uint param_4\, char * param_5)","218"
"FUN_00490430","00490430","undefined FUN_00490430(void * param_1)","1896"
"FUN_00490ba0","00490ba0","undefined FUN_00490ba0(int param_1)","508"
"FUN_00490da0","00490da0","undefined FUN_00490da0(void)","20"
"FUN_00490dc0","00490dc0","undefined FUN_00490dc0(void)","20"
"FUN_00490de0","00490de0","undefined FUN_00490de0(void)","288"
"FUN_00490f00","00490f00","undefined FUN_00490f00(char param_1)","1478"
"FUN_004914d0","004914d0","undefined4 FUN_004914d0(int param_1)","57"
"FUN_00491510","00491510","undefined4 FUN_00491510(int param_1)","116"
"FUN_00491590","00491590","undefined4 FUN_00491590(int param_1)","116"
"FUN_00491610","00491610","undefined FUN_00491610(int param_1)","216"
"FUN_004916f0","004916f0","undefined FUN_004916f0(int param_1)","210"
"FUN_004917d0","004917d0","undefined FUN_004917d0(void)","69"
"FUN_00491820","00491820","undefined FUN_00491820(char * param_1\, char * param_2\, int param_3)","324"
"FUN_004919f0","004919f0","undefined FUN_004919f0(void)","19"
"FUN_00491a10","00491a10","undefined FUN_00491a10(void)","19"
"FUN_00491a30","00491a30","undefined FUN_00491a30(undefined4 param_1\, uint * param_2\, int param_3)","273"
"FUN_00491b50","00491b50","undefined FUN_00491b50(char param_1\, char param_2)","133"
"FUN_00491be0","00491be0","undefined4 FUN_00491be0(void * param_1)","197"
"FUN_00491cb0","00491cb0","undefined FUN_00491cb0(int param_1\, char * param_2\, int param_3\, undefined1 param_4)","124"
"FUN_00491d30","00491d30","undefined FUN_00491d30(int param_1\, char * param_2)","177"
"FUN_00491df0","00491df0","undefined FUN_00491df0(int param_1\, char * param_2)","195"
"FUN_00491e40","00491e40","undefined FUN_00491e40(void)","2768"
"FUN_004929a0","004929a0","undefined FUN_004929a0(char * param_1\, char param_2\, char param_3)","731"
"FUN_00492c80","00492c80","undefined FUN_00492c80(void)","207"
"FUN_00492d50","00492d50","undefined4 FUN_00492d50(void * param_1)","72"
"FUN_00492da0","00492da0","undefined FUN_00492da0(void)","1529"
"FUN_004933b0","004933b0","undefined FUN_004933b0(void)","464"
"FUN_00493580","00493580","undefined FUN_00493580(int param_1\, char param_2)","85"
"FUN_004935e0","004935e0","undefined4 FUN_004935e0(void * param_1)","109"
"FUN_00493650","00493650","undefined FUN_00493650(undefined4 param_1\, int param_2)","3941"
"FUN_00494600","00494600","undefined FUN_00494600(void)","18"
"FUN_00494620","00494620","undefined4 * FUN_00494620(int param_1)","46"
"FUN_00494650","00494650","undefined4 * FUN_00494650(int param_1)","43"
"FUN_00494680","00494680","undefined4 FUN_00494680(uint param_1)","24"
"FUN_004946a0","004946a0","undefined4 * FUN_004946a0(int param_1)","43"
"FUN_004946d0","004946d0","undefined FUN_004946d0(void)","49"
"FUN_00494710","00494710","undefined4 * FUN_00494710(int param_1)","43"
"FUN_00494740","00494740","undefined4 * FUN_00494740(int param_1)","43"
"FUN_00494770","00494770","undefined4 * FUN_00494770(int param_1)","43"
"FUN_004947a0","004947a0","undefined4 FUN_004947a0(byte param_1)","41"
"FUN_004947d0","004947d0","float10 FUN_004947d0(float param_1)","28"
"FUN_004947f0","004947f0","undefined4 * FUN_004947f0(uint param_1)","28"
"FUN_00494810","00494810","undefined4 FUN_00494810(int * param_1\, int * param_2)","34"
"FUN_00494840","00494840","undefined FUN_00494840(undefined4 * param_1)","132"
"FUN_004948d0","004948d0","uint FUN_004948d0(void * this\, char * param_1)","328"
"FUN_00494a20","00494a20","undefined4 * FUN_00494a20(int param_1)","46"
"FUN_00494a50","00494a50","float10 FUN_00494a50(void)","106"
"FUN_00494ac0","00494ac0","undefined4 FUN_00494ac0(int param_1)","84"
"FUN_00494b20","00494b20","undefined4 FUN_00494b20(void * param_1)","87"
"FUN_00494b80","00494b80","ulonglong FUN_00494b80(int param_1)","78"
"FUN_00494bd0","00494bd0","undefined4 FUN_00494bd0(void * param_1)","34"
"FUN_00494c00","00494c00","undefined4 FUN_00494c00(int param_1)","1255"
"FUN_004950f0","004950f0","undefined4 FUN_004950f0(void * param_1)","162"
"FUN_004951a0","004951a0","undefined4 FUN_004951a0(void * param_1)","114"
"FUN_00495220","00495220","undefined4 FUN_00495220(int param_1)","128"
"FUN_004952a0","004952a0","undefined FUN_004952a0(void * param_1)","261"
"FUN_004953b0","004953b0","undefined4 FUN_004953b0(int param_1)","30"
"FUN_004953d0","004953d0","undefined4 FUN_004953d0(void * param_1)","41"
"FUN_00495400","00495400","undefined4 FUN_00495400(int param_1)","39"
"FUN_00495430","00495430","undefined FUN_00495430(void * param_1)","150"
"FUN_004954d0","004954d0","undefined4 FUN_004954d0(int param_1)","43"
"FUN_00495500","00495500","undefined FUN_00495500(void * param_1)","152"
"FUN_004955a0","004955a0","undefined4 FUN_004955a0(int param_1)","39"
